Nyckeltal,Region,År,Invånare
"Invånare  totalt, antal",Upplands Väsby,2012,40723
"Invånare  totalt, antal",Upplands Väsby,2013,41449
"Invånare  totalt, antal",Upplands Väsby,2014,41816
"Invånare  totalt, antal",Upplands Väsby,2015,42661
"Invånare  totalt, antal",Upplands Väsby,2016,43891
"Invånare  totalt, antal",Upplands-Bro,2010,23676
"Invånare  totalt, antal",Upplands-Bro,2011,23984
"Invånare  totalt, antal",Upplands-Bro,2012,24353
"Invånare  totalt, antal",Upplands-Bro,2013,24703
"Invånare  totalt, antal",Upplands-Bro,2014,25287
"Invånare  totalt, antal",Upplands-Bro,2015,25789
"Invånare  totalt, antal",Upplands-Bro,2016,26755
"Invånare  totalt, antal",Uppsala,2010,197787
"Invånare  totalt, antal",Uppsala,2011,200001
"Invånare  totalt, antal",Uppsala,2012,202625
"Invånare  totalt, antal",Uppsala,2013,205199
"Invånare  totalt, antal",Uppsala,2014,207362
"Invånare  totalt, antal",Uppsala,2015,210126
"Invånare  totalt, antal",Uppsala,2016,214559
"Invånare  totalt, antal",Uppvidinge,2010,9244
"Invånare  totalt, antal",Uppvidinge,2011,9216
"Invånare  totalt, antal",Uppvidinge,2012,9276
"Invånare  totalt, antal",Uppvidinge,2013,9288
"Invånare  totalt, antal",Uppvidinge,2014,9222
"Invånare  totalt, antal",Uppvidinge,2015,9319
"Invånare  totalt, antal",Uppvidinge,2016,9508
"Invånare  totalt, antal",Vadstena,2010,7391
"Invånare  totalt, antal",Vadstena,2011,7317
"Invånare  totalt, antal",Vadstena,2012,7338
"Invånare  totalt, antal",Vadstena,2013,7383
"Invånare  totalt, antal",Vadstena,2014,7393
"Invånare  totalt, antal",Vadstena,2015,7407
"Invånare  totalt, antal",Vadstena,2016,7348
"Invånare  totalt, antal",Vaggeryd,2010,12991
"Invånare  totalt, antal",Vaggeryd,2011,13160
"Invånare  totalt, antal",Vaggeryd,2012,13148
"Invånare  totalt, antal",Vaggeryd,2013,13209
"Invånare  totalt, antal",Vaggeryd,2014,13229
"Invånare  totalt, antal",Vaggeryd,2015,13372
"Invånare  totalt, antal",Vaggeryd,2016,13644
"Invånare  totalt, antal",Valdemarsvik,2010,7760
"Invånare  totalt, antal",Valdemarsvik,2011,7662
"Invånare  totalt, antal",Valdemarsvik,2012,7597
"Invånare  totalt, antal",Valdemarsvik,2013,7585
"Invånare  totalt, antal",Valdemarsvik,2014,7657
"Invånare  totalt, antal",Valdemarsvik,2015,7747
"Invånare  totalt, antal",Valdemarsvik,2016,7809
"Invånare  totalt, antal",Vallentuna,2010,30114
"Invånare  totalt, antal",Vallentuna,2011,30715
"Invånare  totalt, antal",Vallentuna,2012,31215
"Invånare  totalt, antal",Vallentuna,2013,31616
"Invånare  totalt, antal",Vallentuna,2014,31969
"Invånare  totalt, antal",Vallentuna,2015,32380
"Invånare  totalt, antal",Vallentuna,2016,32785
"Invånare  totalt, antal",Vansbro,2010,6805
"Invånare  totalt, antal",Vansbro,2011,6818
"Invånare  totalt, antal",Vansbro,2012,6779
"Invånare  totalt, antal",Vansbro,2013,6730
"Invånare  totalt, antal",Vansbro,2014,6694
"Invånare  totalt, antal",Vansbro,2015,6715
"Invånare  totalt, antal",Vansbro,2016,6884
"Invånare  totalt, antal",Vara,2010,15762
"Invånare  totalt, antal",Vara,2011,15694
"Invånare  totalt, antal",Vara,2012,15557
"Invånare  totalt, antal",Vara,2013,15609
"Invånare  totalt, antal",Vara,2014,15597
"Invånare  totalt, antal",Vara,2015,15662
"Invånare  totalt, antal",Vara,2016,15788
"Invånare  totalt, antal",Varberg,2010,58084
"Invånare  totalt, antal",Varberg,2011,58576
"Invånare  totalt, antal",Varberg,2012,59186
"Invånare  totalt, antal",Varberg,2013,59936
"Invånare  totalt, antal",Varberg,2014,60422
"Invånare  totalt, antal",Varberg,2015,61030
"Invånare  totalt, antal",Varberg,2016,61868
"Invånare  totalt, antal",Vaxholm,2010,10965
"Invånare  totalt, antal",Vaxholm,2011,11141
"Invånare  totalt, antal",Vaxholm,2012,11126
"Invånare  totalt, antal",Vaxholm,2013,11188
"Invånare  totalt, antal",Vaxholm,2014,11329
"Invånare  totalt, antal",Vaxholm,2015,11380
"Invånare  totalt, antal",Vaxholm,2016,11621
"Invånare  totalt, antal",Vellinge,2010,33303
"Invånare  totalt, antal",Vellinge,2011,33510
"Invånare  totalt, antal",Vellinge,2012,33615
"Invånare  totalt, antal",Vellinge,2013,33807
"Invånare  totalt, antal",Vellinge,2014,34110
"Invånare  totalt, antal",Vellinge,2015,34667
"Invånare  totalt, antal",Vellinge,2016,35257
"Invånare  totalt, antal",Vetlanda,2010,26304
"Invånare  totalt, antal",Vetlanda,2011,26302
"Invånare  totalt, antal",Vetlanda,2012,26297
"Invånare  totalt, antal",Vetlanda,2013,26419
"Invånare  totalt, antal",Vetlanda,2014,26647
"Invånare  totalt, antal",Vetlanda,2015,26873
"Invånare  totalt, antal",Vetlanda,2016,27241
"Invånare  totalt, antal",Vilhelmina,2010,7135
"Invånare  totalt, antal",Vilhelmina,2011,7048
"Invånare  totalt, antal",Vilhelmina,2012,6941
"Invånare  totalt, antal",Vilhelmina,2013,6887
"Invånare  totalt, antal",Vilhelmina,2014,6848
"Invånare  totalt, antal",Vilhelmina,2015,6829
"Invånare  totalt, antal",Vilhelmina,2016,6805
"Invånare  totalt, antal",Vimmerby,2010,15473
"Invånare  totalt, antal",Vimmerby,2011,15397
"Invånare  totalt, antal",Vimmerby,2012,15403
"Invånare  totalt, antal",Vimmerby,2013,15287
"Invånare  totalt, antal",Vimmerby,2014,15297
"Invånare  totalt, antal",Vimmerby,2015,15419
"Invånare  totalt, antal",Vimmerby,2016,15636
"Invånare  totalt, antal",Vindeln,2010,5507
"Invånare  totalt, antal",Vindeln,2011,5434
"Invånare  totalt, antal",Vindeln,2012,5359
"Invånare  totalt, antal",Vindeln,2013,5344
"Invånare  totalt, antal",Vindeln,2014,5383
"Invånare  totalt, antal",Vindeln,2015,5371
"Invånare  totalt, antal",Vindeln,2016,5413
"Invånare  totalt, antal",Vingåker,2010,8893
"Invånare  totalt, antal",Vingåker,2011,8824
"Invånare  totalt, antal",Vingåker,2012,8775
"Invånare  totalt, antal",Vingåker,2013,8835
"Invånare  totalt, antal",Vingåker,2014,8919
"Invånare  totalt, antal",Vingåker,2015,8953
"Invånare  totalt, antal",Vingåker,2016,9099
"Invånare  totalt, antal",Vårgårda,2010,10943
"Invånare  totalt, antal",Vårgårda,2011,10994
"Invånare  totalt, antal",Vårgårda,2012,11030
"Invånare  totalt, antal",Vårgårda,2013,11065
"Invånare  totalt, antal",Vårgårda,2014,11089
"Invånare  totalt, antal",Vårgårda,2015,11165
"Invånare  totalt, antal",Vårgårda,2016,11295
"Invånare  totalt, antal",Vänersborg,2010,36857
"Invånare  totalt, antal",Vänersborg,2011,36962
"Invånare  totalt, antal",Vänersborg,2012,36968
"Invånare  totalt, antal",Vänersborg,2013,37369
"Invånare  totalt, antal",Vänersborg,2014,37890
"Invånare  totalt, antal",Vänersborg,2015,38381
"Invånare  totalt, antal",Vänersborg,2016,38955
"Invånare  totalt, antal",Vännäs,2010,8414
"Invånare  totalt, antal",Vännäs,2011,8465
"Invånare  totalt, antal",Vännäs,2012,8522
"Invånare  totalt, antal",Vännäs,2013,8583
"Invånare  totalt, antal",Vännäs,2014,8616
"Invånare  totalt, antal",Vännäs,2015,8593
"Invånare  totalt, antal",Vännäs,2016,8695
"Invånare  totalt, antal",Värmdö,2010,38301
"Invånare  totalt, antal",Värmdö,2011,38894
"Invånare  totalt, antal",Värmdö,2012,39387
"Invånare  totalt, antal",Värmdö,2013,39784
"Invånare  totalt, antal",Värmdö,2014,40541
"Invånare  totalt, antal",Värmdö,2015,41107
"Invånare  totalt, antal",Värmdö,2016,42000
"Invånare  totalt, antal",Värnamo,2010,32833
"Invånare  totalt, antal",Värnamo,2011,32934
"Invånare  totalt, antal",Värnamo,2012,33012
"Invånare  totalt, antal",Värnamo,2013,33155
"Invånare  totalt, antal",Värnamo,2014,33334
"Invånare  totalt, antal",Värnamo,2015,33473
"Invånare  totalt, antal",Värnamo,2016,33906
"Invånare  totalt, antal",Västervik,2010,36206
"Invånare  totalt, antal",Västervik,2011,36015
"Invånare  totalt, antal",Västervik,2012,35892
"Invånare  totalt, antal",Västervik,2013,35867
"Invånare  totalt, antal",Västervik,2014,35920
"Invånare  totalt, antal",Västervik,2015,36049
"Invånare  totalt, antal",Västervik,2016,36438
"Invånare  totalt, antal",Västerås,2010,137207
"Invånare  totalt, antal",Västerås,2011,138709
"Invånare  totalt, antal",Västerås,2012,140499
"Invånare  totalt, antal",Västerås,2013,142131
"Invånare  totalt, antal",Västerås,2014,143702
"Invånare  totalt, antal",Västerås,2015,145218
"Invånare  totalt, antal",Västerås,2016,147420
"Invånare  totalt, antal",Växjö,2010,83005
"Invånare  totalt, antal",Växjö,2011,83710
"Invånare  totalt, antal",Växjö,2012,84800
"Invånare  totalt, antal",Växjö,2013,85822
"Invånare  totalt, antal",Växjö,2014,86970
"Invånare  totalt, antal",Växjö,2015,88108
"Invånare  totalt, antal",Växjö,2016,89500
"Invånare  totalt, antal",Ydre,2010,3672
"Invånare  totalt, antal",Ydre,2011,3666
"Invånare  totalt, antal",Ydre,2012,3612
"Invånare  totalt, antal",Ydre,2013,3617
"Invånare  totalt, antal",Ydre,2014,3660
"Invånare  totalt, antal",Ydre,2015,3658
"Invånare  totalt, antal",Ydre,2016,3675
"Invånare  totalt, antal",Ystad,2010,28338
"Invånare  totalt, antal",Ystad,2011,28427
"Invånare  totalt, antal",Ystad,2012,28558
"Invånare  totalt, antal",Ystad,2013,28623
"Invånare  totalt, antal",Ystad,2014,28771
"Invånare  totalt, antal",Ystad,2015,28985
"Invånare  totalt, antal",Ystad,2016,29448
"Invånare  totalt, antal",Åmål,2010,12295
"Invånare  totalt, antal",Åmål,2011,12226
"Invånare  totalt, antal",Åmål,2012,12211
"Invånare  totalt, antal",Åmål,2013,12229
"Invånare  totalt, antal",Åmål,2014,12326
"Invånare  totalt, antal",Åmål,2015,12601
"Invånare  totalt, antal",Åmål,2016,12801
"Invånare  totalt, antal",Ånge,2010,10053
"Invånare  totalt, antal",Ånge,2011,9839
"Invånare  totalt, antal",Ånge,2012,9639
"Invånare  totalt, antal",Ånge,2013,9548
"Invånare  totalt, antal",Ånge,2014,9484
"Invånare  totalt, antal",Ånge,2015,9493
"Invånare  totalt, antal",Ånge,2016,9495
"Invånare  totalt, antal",Åre,2010,10274
"Invånare  totalt, antal",Åre,2011,10259
"Invånare  totalt, antal",Åre,2012,10406
"Invånare  totalt, antal",Åre,2013,10420
"Invånare  totalt, antal",Åre,2014,10555
"Invånare  totalt, antal",Åre,2015,10677
"Invånare  totalt, antal",Åre,2016,11088
"Invånare  totalt, antal",Årjäng,2010,9855
"Invånare  totalt, antal",Årjäng,2011,9827
"Invånare  totalt, antal",Årjäng,2012,9864
"Invånare  totalt, antal",Årjäng,2013,9953
"Invånare  totalt, antal",Årjäng,2014,9804
"Invånare  totalt, antal",Årjäng,2015,9869
"Invånare  totalt, antal",Årjäng,2016,9958
"Invånare  totalt, antal",Åsele,2010,3039
"Invånare  totalt, antal",Åsele,2011,3007
"Invånare  totalt, antal",Åsele,2012,2958
"Invånare  totalt, antal",Åsele,2013,2875
"Invånare  totalt, antal",Åsele,2014,2838
"Invånare  totalt, antal",Åsele,2015,2832
"Invånare  totalt, antal",Åsele,2016,2875
"Invånare  totalt, antal",Åstorp,2010,14737
"Invånare  totalt, antal",Åstorp,2011,14789
"Invånare  totalt, antal",Åstorp,2012,14806
"Invånare  totalt, antal",Åstorp,2013,14927
"Invånare  totalt, antal",Åstorp,2014,15061
"Invånare  totalt, antal",Åstorp,2015,15193
"Invånare  totalt, antal",Åstorp,2016,15528
"Invånare  totalt, antal",Åtvidaberg,2010,11504
"Invånare  totalt, antal",Åtvidaberg,2011,11517
"Invånare  totalt, antal",Åtvidaberg,2012,11446
"Invånare  totalt, antal",Åtvidaberg,2013,11460
"Invånare  totalt, antal",Åtvidaberg,2014,11472
"Invånare  totalt, antal",Åtvidaberg,2015,11545
"Invånare  totalt, antal",Åtvidaberg,2016,11617
"Invånare  totalt, antal",Älmhult,2010,15603
"Invånare  totalt, antal",Älmhult,2011,15629
"Invånare  totalt, antal",Älmhult,2012,15724
"Invånare  totalt, antal",Älmhult,2013,15759
"Invånare  totalt, antal",Älmhult,2014,15908
"Invånare  totalt, antal",Älmhult,2015,16168
"Invånare  totalt, antal",Älmhult,2016,16618
"Invånare  totalt, antal",Älvdalen,2010,7207
"Invånare  totalt, antal",Älvdalen,2011,7184
"Invånare  totalt, antal",Älvdalen,2012,7139
"Invånare  totalt, antal",Älvdalen,2013,7096
"Invånare  totalt, antal",Älvdalen,2014,7052
"Invånare  totalt, antal",Älvdalen,2015,7035
"Invånare  totalt, antal",Älvdalen,2016,7039
"Invånare  totalt, antal",Älvkarleby,2010,9103
"Invånare  totalt, antal",Älvkarleby,2011,9089
"Invånare  totalt, antal",Älvkarleby,2012,9059
"Invånare  totalt, antal",Älvkarleby,2013,9132
"Invånare  totalt, antal",Älvkarleby,2014,9169
"Invånare  totalt, antal",Älvkarleby,2015,9293
"Invånare  totalt, antal",Älvkarleby,2016,9445
"Invånare  totalt, antal",Älvsbyn,2010,8335
"Invånare  totalt, antal",Älvsbyn,2011,8253
"Invånare  totalt, antal",Älvsbyn,2012,8200
"Invånare  totalt, antal",Älvsbyn,2013,8168
"Invånare  totalt, antal",Älvsbyn,2014,8171
"Invånare  totalt, antal",Älvsbyn,2015,8183
"Invånare  totalt, antal",Älvsbyn,2016,8193
"Invånare  totalt, antal",Ängelholm,2010,39394
"Invånare  totalt, antal",Ängelholm,2011,39626
"Invånare  totalt, antal",Ängelholm,2012,39742
"Invånare  totalt, antal",Ängelholm,2013,39866
"Invånare  totalt, antal",Ängelholm,2014,40229
"Invånare  totalt, antal",Ängelholm,2015,40732
"Invånare  totalt, antal",Ängelholm,2016,41336
"Invånare  totalt, antal",Öckerö,2010,12449
"Invånare  totalt, antal",Öckerö,2011,12487
"Invånare  totalt, antal",Öckerö,2012,12539
"Invånare  totalt, antal",Öckerö,2013,12574
"Invånare  totalt, antal",Öckerö,2014,12645
"Invånare  totalt, antal",Öckerö,2015,12682
"Invånare  totalt, antal",Öckerö,2016,12773
"Invånare  totalt, antal",Ödeshög,2010,5284
"Invånare  totalt, antal",Ödeshög,2011,5245
"Invånare  totalt, antal",Ödeshög,2012,5200
"Invånare  totalt, antal",Ödeshög,2013,5174
"Invånare  totalt, antal",Ödeshög,2014,5240
"Invånare  totalt, antal",Ödeshög,2015,5236
"Invånare  totalt, antal",Ödeshög,2016,5335
"Invånare  totalt, antal",Örebro,2010,135460
"Invånare  totalt, antal",Örebro,2011,137121
"Invånare  totalt, antal",Örebro,2012,138952
"Invånare  totalt, antal",Örebro,2013,140599
"Invånare  totalt, antal",Örebro,2014,142618
"Invånare  totalt, antal",Örebro,2015,144200
"Invånare  totalt, antal",Örebro,2016,146631
"Invånare  totalt, antal",Örkelljunga,2010,9631
"Invånare  totalt, antal",Örkelljunga,2011,9663
"Invånare  totalt, antal",Örkelljunga,2012,9655
"Invånare  totalt, antal",Örkelljunga,2013,9653
"Invånare  totalt, antal",Örkelljunga,2014,9733
"Invånare  totalt, antal",Örkelljunga,2015,9831
"Invånare  totalt, antal",Örkelljunga,2016,9958
"Invånare  totalt, antal",Örnsköldsvik,2010,55073
"Invånare  totalt, antal",Örnsköldsvik,2011,54930
"Invånare  totalt, antal",Örnsköldsvik,2012,55008
"Invånare  totalt, antal",Örnsköldsvik,2013,54986
"Invånare  totalt, antal",Örnsköldsvik,2014,55248
"Invånare  totalt, antal",Örnsköldsvik,2015,55576
"Invånare  totalt, antal",Örnsköldsvik,2016,55964
"Invånare  totalt, antal",Östersund,2010,59416
"Invånare  totalt, antal",Östersund,2011,59373
"Invånare  totalt, antal",Östersund,2012,59485
"Invånare  totalt, antal",Östersund,2013,59956
"Invånare  totalt, antal",Östersund,2014,60495
"Invånare  totalt, antal",Östersund,2015,61066
"Invånare  totalt, antal",Östersund,2016,61745
"Invånare  totalt, antal",Österåker,2010,39521
"Invånare  totalt, antal",Österåker,2011,39792
"Invånare  totalt, antal",Österåker,2012,40269
"Invånare  totalt, antal",Österåker,2013,40495
"Invånare  totalt, antal",Österåker,2014,41180
"Invånare  totalt, antal",Österåker,2015,42130
"Invånare  totalt, antal",Österåker,2016,43293
"Invånare  totalt, antal",Östhammar,2010,21373
"Invånare  totalt, antal",Östhammar,2011,21387
"Invånare  totalt, antal",Östhammar,2012,21262
"Invånare  totalt, antal",Östhammar,2013,21352
"Invånare  totalt, antal",Östhammar,2014,21374
"Invånare  totalt, antal",Östhammar,2015,21563
"Invånare  totalt, antal",Östhammar,2016,21822
"Invånare  totalt, antal",Östra Göinge,2010,13590
"Invånare  totalt, antal",Östra Göinge,2011,13603
"Invånare  totalt, antal",Östra Göinge,2012,13620
"Invånare  totalt, antal",Östra Göinge,2013,13687
"Invånare  totalt, antal",Östra Göinge,2014,13864
"Invånare  totalt, antal",Östra Göinge,2015,14102
"Invånare  totalt, antal",Östra Göinge,2016,14406
"Invånare  totalt, antal",Överkalix,2010,3611
"Invånare  totalt, antal",Överkalix,2011,3549
"Invånare  totalt, antal",Överkalix,2012,3497
"Invånare  totalt, antal",Överkalix,2013,3436
"Invånare  totalt, antal",Överkalix,2014,3409
"Invånare  totalt, antal",Överkalix,2015,3395
"Invånare  totalt, antal",Överkalix,2016,3378
"Invånare  totalt, antal",Övertorneå,2010,4812
"Invånare  totalt, antal",Övertorneå,2011,4810
"Invånare  totalt, antal",Övertorneå,2012,4772
"Invånare  totalt, antal",Övertorneå,2013,4709
"Invånare  totalt, antal",Övertorneå,2014,4711
"Invånare  totalt, antal",Övertorneå,2015,4603
"Invånare  totalt, antal",Övertorneå,2016,4534
"Invånare  totalt, antal",Riket,2010,9415570
"Invånare  totalt, antal",Riket,2011,9482855
"Invånare  totalt, antal",Riket,2012,9555893
"Invånare  totalt, antal",Riket,2013,9644864
"Invånare  totalt, antal",Riket,2014,9747355
"Invånare  totalt, antal",Riket,2015,9851017
"Invånare  totalt, antal",Riket,2016,9995153
